text,Joy,Trust,Anticipation,Surprise,Fear,Sadness,Disgust,Anger,Positive,Negative,Neutral
"Cena wykonania obu ww. opcji będzie równa 8,2 razy wysokości EBITDA za ostatnie 12 miesięcy, skorygowana o wartość długu netto w dniu wykonania opcji.",False,False,False,False,False,False,False,False,False,False,True
"Poprzez nabycie spółki Restauravia, AmRest stanie się właścicielem marki La Tagiatella, która ma znaczący potencjał wzrostu w Hiszpanii i na innych rynkach.",True,True,True,False,False,False,False,False,True,False,False
Dodatkowo AmRest stanie się również największym franczyzobiorcą marki KFC w Hiszpanii.,True,True,True,False,False,False,False,False,True,False,False
Obecny zarząd Restauravia ma w sumie 175 lat doświadczenia w biznesie restauracyjnym.,True,True,False,False,False,False,False,False,True,False,False
Utalentowany zespół zarządzający będzie znaczącym wzmocnieniem dla kierownictwa AmRest i umożliwi realizację planu podwojenia liczby restauracji w Hiszpanii w ciągu najbliższych 5 lat.,True,True,True,False,False,False,False,False,True,False,False
"AmRest spodziewa się, że przejęcie Restauravia pozytywnie wpłynie na marże generowane przez AmRest i przyczyni się do zwiększenia wartości dodanej dla naszych akcjonariuszy.",True,True,True,False,False,False,False,False,True,False,False
###########################,False,True,True,False,False,False,False,False,True,False,True
Angielski B1/E Polecam Miałem z nią B1/E i bardzo dobrze wspominam te zajęcia.,True,True,False,False,False,False,False,False,True,False,False
Ogólnie totalny luz.,True,False,False,False,False,False,False,False,True,False,False
"Kartkówek/kolokwiów na ocenę nie ma, bo powiedziała, że wtedy i tak wszyscy ściągają a nie o to tu chodzi.",True,False,False,False,False,False,False,False,True,False,False
Sprawdzanie obecności tylko wtedy kiedy jest większość grupy.,True,False,False,False,False,False,False,False,True,False,False
"Przygotowanie do egzaminu pisemnego całkiem, całkiem, do ustnego praktycznie żadne (chyba, że wpadniesz do niej na konsultacje).",True,True,False,False,False,True,False,False,True,True,False
###########################,True,False,False,False,False,False,False,False,True,False,False
"NA PLUS: cena, winda, darmowe WiFi w pokoju i hotelu, automaty z jedzeniem i napojami w hotelu, klimatyzacja indywidualnie sterowana, mały telewizor z płaskim ekranem, dwie rolety na oknie, dźwiękoszczelne okno, drzwi do pokoi otwierane na kartę magnetyczną, prysznic i umywalka i WC w pokoju, dobra lokalizacja (na przeciwko nowego Muzeum Śląskiego i Narodowej Orkiestry Symfonicznej Polskiego Radia) NA MINUS: niezbyt dokładnie wysprzątane pokoje, kiepskiej jakości ręczniki, zbyt mała i niezbyt wygodna poduszka, zabrudzone ściany i materiałowe rolety, mały pokój, za nisko umieszczona lampa pośrodku zagłówka łóżka.",True,False,False,False,True,True,True,False,True,True,False
###########################,True,True,False,False,False,True,True,False,True,True,False
"Pani doktor robi dobre wrażenie, jednak to wszystko.",False,False,False,False,False,True,False,False,False,True,False
"Leczona byłam u niej przez 3 miesiące, na powracające zapalenia, które w końcu udało się opanować, ale okazało się, że przyczyną jest nadżerka.",False,False,False,False,True,True,True,False,False,True,False
"Po 2 miesiącach jej ""leczenia"", kiedy wszystko miało już być w porządku, poszłam do innego lekarza na konsultacje, gdzie okazało się, że nadżerka nie jest wyleczona w ogóle.",False,False,False,True,True,True,False,True,False,True,False
"Straciłam mnóstwo pieniędzy w ciągu tych kilku miesięcy i efekt jest taki, że wróciłam do wyjściowego stanu zdrowia.",False,False,False,True,False,True,False,True,False,True,False
Nie polecam!,False,False,False,False,False,True,False,True,False,True,False
"Poza tym minusem jest też hurtowe traktowanie pacjentek, dziwne komentarze i niezbyt jasne tłumaczenie przyczyn stanu zdrowia i leczenia.",False,False,False,False,True,True,True,True,False,True,False
"Zaufałam jej, bo miała dobre opinie i dlatego nie posłuchałam intuicji i kontynuowałam leczenie.",False,True,False,True,False,True,False,False,False,True,False
"Jak widać, był to błąd.",False,False,False,True,False,True,False,False,False,True,False
###########################,False,False,False,True,False,True,True,True,False,True,False
"Tego pana słuchac to istna meczarnia, czyta paragrafy itp.",False,False,False,False,False,True,True,False,False,True,False
Jedyny ciekawy punkt na jego wykladzie jest wtedy jak zwraca uwage studentom (a raczej studentkom :D ).,True,False,False,False,False,False,True,False,True,True,False
"Na koniec robi kolokwium, na ktore radze przygotowac sciagi.",False,False,True,False,True,False,False,False,False,True,False
"Mimo, ze napisze sie z nich wszystko to oceny nie sa wyzsze niz 4.",False,False,False,False,False,True,False,True,False,True,False
"Ocene koncowa moze podwyzszyc referat, ktorego pan nawet nie czyta.",True,False,False,False,False,True,True,False,True,True,False
W zwiazku z tym u nas na roku byly moze ze 4 piatki.,False,False,False,True,False,True,False,False,False,True,False
"OCENA OGOLNA: JESLI INTERESUJE CIE PRAWO EUROPEJSKIE TO MOZNA SIE WYBRAC NA TEN KURS, W PRZECIWNYM PRZYPADKU NIE POLECAM",True,False,False,False,False,True,False,False,True,True,False
###########################,False,False,False,True,False,True,True,False,True,True,False
"pan deocent jest najlpeszy. mialam wade wrodzona pan docent rozpoznal ja przy pierwszej wizycie. powiedzial ze kiedy zdecyzuje sie na oprecaje bedzie czekalo na mnie lozko w szpitalu. nie chcialo mi sie wierzyc bo terminy sa dlugie ale mial racje. dostalam sie do szpitala w ciagu 3 tygodni. po kolejnym tygodniu wyszlam z niego. inni pacjenci na sali czekali dugo na wizyte swojego lekarza, zabieg itd. pan docent owszem jest gburowaty, ale tylko wtedy kiedy zadaje mu sie za duzo pytan. poprostu jest cholerykiem, zdarza sie. nie nazley brac jego wybuchow do siebie. dobra rada- o co sie da pytajcie siostry przelozonej a na co odpowiedziec nie chce dopiero docenta. fachowcem jest swietnym, podejmuje sie operacji ktorych inni sie boja. zawsze uczciwe powie co jest w stanie a czego nie jest zrobic. poinforumje pacjenta o skutkacj operacji i zwiazanym z nia ryzyku. ale nie powie wprost- tak musi sie pani zopreowac. zawsze decyzje zostawia pacjentowi, powie np tak: zopreuje sie pani to sie pani wyleczy, objawy ustapia. nie zoperuje sie pani to pania moze sparalizowac, ale nie stanie sie to zbyt szybko, moze tez sie w ogole to nie zdarzyc, ale ryzyko jest. decyzja nalezy do pani. niektorym taki styl sie nie podoba i zaczynaja docenta naciskac czy amja czy nie maja sie operowac, wtedy docent sie deneruwje o on wyjasnil zagrozenia i skutki opreacji i czeka na decyzje.",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"ja również polecam. jest bardzo fajnie, wystarczy chodzić do tablicy (zadania z listy) a już Cię lubi, bardzo pozytywny facet, dał nam nawet nr komórki, że jakbyśmy mieli problem z zadaniem, to mamy dzwonić. raz nawet rozwiązał niezrozumiałe zadanie w domu, zeskanował i wysłał nam na maile. zdania na kole bardzo podobne do tych co na listach, nie lubi ściągających, ale jest w porządku nawet jak złapie. nie zaliczył tylko 1 chłopak, któremu to się należało. gorąco polecam!!!",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"hej Martinellka -chodzę do tego lekarza nie cały rok jak przyszłam do niego również stwierdził u mnie zespół policystycznych jajników,wcześniej chodziłam do innego lekarza i ten tego nie stwierdził przez 2 lata zażywałam tabletki na wyrównanie okresu-pan Rochalski od pierwszej wizyty także przepisał mi te tabletki po czym z miesiąca na miesiąc ciągle powtarzało się to samo tabletki+USG wziernikowe--- tabletki+USG wziernikowe (a przecież zbyt częste USG także szkodzi zdrowiu poprzez naświetlanie różnych narządów)do tego przepisał mi tabletki które moja mama zażywa przy cukrzycy(twierdząc ze one odblokowują jajniki). w końcu w maju br.powiedział ze jak w przyszłym miesiącu nie będzie poprawy to zaczniemy inne leczenie,lecz po miesiącu poprawy nie było i znowu przepisał to samo.Właśnie mija 3rok od kiedy staramy się o dziecko i dalej nic-chyba muszę znowu zmienić lekarza.Wiem ze można to wyleczyć poprzez laparoskopie siostra koleżanki miała to samo zrobili jej laparoskopie i 5 miesięcy po zabiegu zaszła w ciąże. pozdrawiam",False,False,False,False,True,True,True,True,True,True,False
###########################,False,False,False,False,True,True,True,True,False,True,False
Bardzo dobry i troskliwy lekarz.,True,True,False,False,False,False,False,False,True,False,False
"Trafiłam do Pana doktora pod koniec 7 miesiąca ciąży, z objawami niedoczynności tarczycy.",False,False,False,False,True,False,False,False,False,True,True
Poprzedni lekarz je ignorował.,False,False,False,False,False,True,False,True,False,True,False
Doktor Kucharski od razu je rozpoznał i zlecił badania.,True,True,False,False,False,False,False,False,True,False,False
Prowadził moją ciążę do porodu.,False,True,False,False,False,False,False,False,True,False,True
"Przed porodem przewidział komplikacje, które mogły wyniknąć z powodu zaburzeń hormonalnych wywołanych nieprawidłową pracą tarczycy.",True,True,True,False,True,False,False,False,True,True,False
Jego przewidywania sprawdziły się.,True,True,False,False,False,True,False,False,True,True,False
"Dzięki temu, że skierował mnie wcześniej do szpitala i że byłam pod troskliwą opieką, lekarze mogli podjąć szybką decyzję o cesarskim cięciu, co uratowało życie naszemu dziecku.",True,True,False,False,False,False,False,False,True,False,False
Bardzo polecam Pana doktora.,True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Po 1,5 roku użytkowania mogę go polecić.",True,True,False,False,False,False,False,False,True,False,False
"Używam go do panasonica lumix lx7, aparat niestety 3 razy mi spadł na szczęście zawsze zapakowany był w dany pokrowiec, ktory idealnie go osłonił.",True,True,False,False,False,True,False,False,True,True,False
Aparat za każdym razem upadek wytrzymał.,True,True,False,False,False,False,False,False,True,False,False
"Dobrze wykonany, wygodny, zamki nie chodzą ciężko, genialne mocowanie do plecaka, Cena owszem może i nie jest mała ale pokrowiec jest tego wart.",True,True,False,False,False,False,False,False,True,False,False
Ja jestem zdania że nie warto oszczędzać na pokrowcach czy do aparatu czy ebooka lub laptopa i zawsze staram się wybrać porządny.,False,False,False,False,False,False,False,False,True,False,True
"Kolejną cechą produktu jest także to, że jest lekki.",True,False,False,False,False,False,False,False,True,False,False
Kolor szary jest dosyć ciemny dlatego nie brudzi się aż tak często.,True,False,False,False,False,False,False,False,True,False,False
Można go prać ręcznie jak również i w prace i nie traci nic na swej jakości.,True,True,False,False,False,False,False,False,True,False,False
"Polecam, 1,5 roku i pokrowiec jest nadal w świetnej formie.",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Mucha jest fajny, zdecydowanie polecam.",True,False,False,False,False,False,False,False,True,False,False
"Wyluzowany, nie bura ludzi za niewiedzę.",True,True,False,False,False,False,False,False,True,False,False
"Wykłady można troche przespać, ale tych zagadnień nie da się przedstawiać ciekawie, więc to nie jego wina.",True,True,False,False,False,False,False,False,True,True,False
"Na ćwiczeniach jest fajnie, czasmi lubi sobie pożartować, generalnie omawia wszystko co potrzeba, ma to jakies ręce i nogi zawsze.",True,True,False,False,False,False,False,False,True,False,False
"Na laborce wymaga dostarczenia wszystkich programów, nie toleruje spożnien i palagiatów ( w przeciwnieństwie do Dr Zadarnowskiej, która z nim pracuje ).",False,True,False,False,True,False,False,False,True,True,True
"Ogólnie bardzo normalny jak na informatyka, polecam brać w ciemno.",True,True,False,False,False,False,False,False,True,False,False
Ps: Ale najlepsze są jego sweterki :] Bija wszystko :],True,False,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Cudowne miejsce, piekny krajobraz, hotel urzadzony z pomyslem, swietny i dla Rodzin z dziecmi (w kazdym wieku) i bez dzieci - kazdy znajdzie tu cos dla siebie!",True,True,False,False,False,False,False,False,True,False,False
"Bardzo mila obsluga, fajna atmosfera i dobre, roznorodne posilki ;) Dziekujemy!",True,True,False,False,False,False,False,False,True,False,False
"Mama, Tata i 3 letnia cora :)",True,False,False,False,False,False,False,False,True,False,True
###########################,True,True,False,False,False,False,False,False,True,False,False
Moj poprzedni rozdrabniacz do WC marki SANISAN o mocy 550W mielil wszystko i dzialal ponad 10lat lecz przyszla i na niego pora...byl bardzo glosny...zwlaszcza pod koniec po oczyszczeniu pojemnija z kamienia.,True,False,False,False,False,True,False,False,True,True,False
